新北市新莊區幸福東路79號,"595,000",295.32坪,1F/9F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市板橋區溪城路91號,"45,000",75坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市中和區興南路二段,"50,000",38坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市中和區安樂路21號,"20,000",15坪,1F/2F,店面（店鋪）,NULL,無最短租期
新北市板橋區金華街,"25,000",29坪,1F/5F,公寓,NULL,平面式停車位，已含租金內最短租期
新北市板橋區三民路二段207號,"170,000",112坪,整棟/3F,透天厝,NULL,無最短租期
新北市土城區延吉街40號,"30,000",30坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市土城區立雲街5巷3號,"35,000",28.31坪,1F/12F,店面（店鋪）,NULL,無最短租期
新北市三峽區學成路285號,"100,000",60坪,1F/15F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市三峽區學林路,"29,000",22坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市新莊區幸福東路,"165,000",145.25坪,1F/10F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市泰山區民族街2號,"40,000",10坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市泰山區民權街57號,"98,000",230坪,1F/13F,電梯大樓,NULL,無最短租期
新北市平溪區公園街,"48,000",58坪,1F/1F,透天厝,NULL,無最短租期
新北市蘆洲區永安南路二段66號,"40,000",43坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市新店區民族路,"35,000",5坪,B1/5F,店面（店鋪）,NULL,無最短租期
新北市新店區民族路,"35,000",5坪,B1/5F,店面（店鋪）,NULL,無最短租期
新北市永和區得和路289號,"50,000",35坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市永和區保福路一段92號,"39,000",42坪,1F/5F,公寓,NULL,無最短租期
新北市土城區中央路二段165號,"350,000",204坪,1F/12F,店面（店鋪）,NULL,無最短租期
新北市土城區學海街,"98,000",49.27坪,1F/13F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市淡水區英專路19號,"148,000",26.8坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市板橋區民族路129巷,"35,500",45坪,1F/4F,透天厝,NULL,無最短租期
新北市三芝區後厝里北勢子45號,"40,000",20坪,1F/2F,店面（店鋪）,NULL,無最短租期
新北市新莊區中港三街37巷1號,"32,000",20坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市新莊區民安路162號,"23,000",8坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市淡水區中正路,"40,000",8坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市淡水區文化路59巷,"32,000",37坪,1F/13F,電梯大樓,NULL,機械式停車位，已含租金內最短租期
新北市板橋區茶館街18號,"28,500",18坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市板橋區大觀路二段142號,"25,000",25坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市板橋區合宜路,"56,800",40坪,1F/24F,店面（店鋪）,NULL,無最短租期
新北市板橋區藝文街,"38,000",33坪,1F/15F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市淡水區中山路,"68,000",31.56坪,整棟/3F,透天厝,NULL,無最短租期
新北市三峽區中正路一段123號,"50,000",140坪,整棟/4F,透天厝,NULL,無最短租期
新北市蘆洲區光華路178號,"120,000",45坪,1F/7F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市新莊區思源路,"50,000",43.56坪,1F/4F,公寓,NULL,無最短租期
新北市新莊區幸福東路,"160,000",142.61坪,1F/10F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市中和區捷運路,"45,000",15坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市三重區自強路三段110巷5號,"68,000",20坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市淡水區中山路59號,"55,000",30坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市林口區中山路23號,"50,000",40坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市林口區文化北路二段,"43,000",30坪,1F/3F,透天厝,NULL,平面式停車位，已含租金內最短租期
新北市板橋區文化路一段,"500,000",283.4坪,B1/22F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市新莊區幸福東路,"160,000",142.61坪,1F/10F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市中和區捷運路,"45,000",15坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市土城區學府路169號,"180,000",73.79坪,1F/14F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市三重區三和路二段206號,"430,000",250坪,1F/13F,店面（店鋪）,NULL,無最短租期
新北市三峽區學成路285號,"100,000",60坪,1F/15F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市三峽區學林路,"29,000",22坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市新莊區幸福東路,"165,000",145.25坪,1F/10F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市泰山區民族街2號,"40,000",10坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市泰山區民權街57號,"98,000",230坪,1F/13F,電梯大樓,NULL,無最短租期
新北市林口區中山路23號,"50,000",40坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市板橋區南雅東路27號,"110,000",20坪,整棟/15F,店面（店鋪）,NULL,無最短租期
新北市汐止區福德二路,"43,000",72坪,1F/12F,電梯大樓,NULL,無最短租期
新北市汐止區康寧街,"42,000",49.21坪,1F/15F,店面（店鋪）,NULL,無最短租期
新北市汐止區南興路89號,"35,000",24坪,1F/13F,電梯大樓,NULL,無最短租期
新北市新店區中正路,"155,000",50坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市中和區景平路,"60,000",43.8坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市蘆洲區永平街,"28,000",20坪,1F/5F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市土城區裕民路225號,"80,000",53坪,1F/12F,店面（店鋪）,NULL,無最短租期
新北市新店區安德街2號,"200,000",68坪,1F/15F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市三重區自強路三段110巷5號,"68,000",20坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市淡水區中正路,"69,000",30坪,1F/4F,公寓,NULL,無最短租期
新北市新莊區建中街83號,"36,000",18坪,1F/5F,透天厝,NULL,無最短租期
新北市板橋區文化路一段,"69,800",19.6坪,1F/17F,店面（店鋪）,NULL,無最短租期
新北市新莊區思源路166巷,"65,000",72.53坪,1F/19F,店面（店鋪）,NULL,無最短租期
新北市板橋區縣民大道三段,"38,000",34坪,1F/5F,透天厝,NULL,無最短租期
新北市新莊區幸福路,"118,000",38.64坪,1F/9F,店面（店鋪）,NULL,無最短租期
新北市板橋區新府路,"45,000",36.5坪,2F/24F,店面（店鋪）,NULL,無最短租期
新北市板橋區漢生東路,"160,000",50坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市蘆洲區中山一路255號,"38,000",30坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市淡水區英專路21巷1號,"23,000",2.5坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市永和區保平路266號,"68,000",31.33坪,1F/5F,公寓,NULL,無最短租期
新北市中和區興南路一段,"100,000",45.46坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市三重區秀江街,"62,000",70坪,整棟/2F,透天厝,NULL,無最短租期
新北市蘆洲區中山一路74巷,"26,000",24坪,1F/4F,公寓,NULL,平面式停車位，已含租金內最短租期
新北市中和區四維街,"37,800",35.16坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市新莊區中正路889號,"60,000",56.99坪,1F/12F,電梯大樓,NULL,無最短租期
新北市新莊區思源路192巷,"62,000",74.7坪,1F/19F,電梯大樓,NULL,平面式停車位，費用另計最短租期
新北市新莊區中信街15號,"48,800",27坪,1F/11F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市新莊區中港二街,"32,000",10坪,1F/4F,公寓,NULL,無最短租期
新北市新莊區五工二路62巷,"35,000",44.88坪,1F/4F,電梯大樓,NULL,無最短租期
新北市新莊區西盛街,"65,000",70坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市新莊區後港一路,"38,000",38.51坪,1F/15F,電梯大樓,NULL,無最短租期
新北市新莊區思源路192巷,"62,000",74.7坪,1F/19F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市新莊區公園一路,"60,000",80坪,1F/7F,電梯大樓,NULL,無最短租期
新北市新莊區思源路166巷,"62,000",48.82坪,1F/19F,店面（店鋪）,NULL,無最短租期
新北市泰山區明志路二段346號,"32,000",27坪,1F/16F,店面（店鋪）,NULL,無最短租期
新北市蘆洲區長安街46巷10號,"26,000",20坪,1F/5F,公寓,NULL,無最短租期
新北市林口區三民路108號,"45,000",24.2坪,2F/12F,電梯大樓,NULL,機械式停車位，費用另計最短租期
新北市蘆洲區光榮路97巷,"75,000",52坪,1F/7F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市蘆洲區中正路18號,"38,000",12坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市永和區豫溪街137號,"8,000",8坪,1F/8F,電梯大樓,NULL,無最短租期
新北市蘆洲區三民路599號,"30,000",30坪,1F/5F,公寓,NULL,無最短租期
新北市蘆洲區三民路,"560,000",205.14坪,1F/22F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市蘆洲區光復路30巷,"46,000",50.57坪,1F/5F,電梯大樓,NULL,無最短租期
新北市新店區福園街,"45,000",33.17坪,1F/5F,公寓,NULL,無最短租期
新北市新莊區中正路,"80,000",35坪,1F/3F,公寓,NULL,無最短租期
新北市新店區安民街,"28,000",33坪,1F/5F,公寓,NULL,無最短租期
新北市土城區海山路40號,"23,000",14.18坪,1F/8F,電梯大樓,NULL,無最短租期
新北市中和區秀朗路三段128巷,"19,999",10坪,1F/4F,公寓,NULL,無最短租期
新北市新店區北宜路二段,"30,000",27坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市新店區北宜路二段,"30,000",27坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市新店區三民路177號,"38,000",45坪,2F/5F,店面（店鋪）,NULL,無最短租期
新北市板橋區懷德街79號,"25,000",15坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市永和區永和路一段,"150,000",51坪,1F/12F,店面（店鋪）,NULL,機械式停車位，已含租金內最短租期
新北市樹林區中山路二段,"30,000",15.6坪,1F/22F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市樹林區後站街3巷,"24,000",24坪,1F/12F,店面（店鋪）,NULL,無最短租期
新北市三峽區橫溪路,"26,000",35坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市三峽區國際一街,"29,800",20坪,1F/5F,透天厝,NULL,無最短租期
新北市林口區中正路257巷,"28,000",15.18坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市土城區裕民路,"22,000",20坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市三重區龍濱路136號,"14,000",28坪,1F/4F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市五股區自強路,"24,000",24坪,1F/5F,公寓,NULL,無最短租期
新北市板橋區合宜一路,"35,000",33.48坪,1F/24F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市板橋區四川路一段,"45,000",26坪,1F/4F,透天厝,NULL,無最短租期
新北市三重區安和路71號,"33,000",35坪,1F/11F,電梯大樓,NULL,無最短租期
新北市五股區成泰路四段22巷,"18,000",26坪,1F/18F,店面（店鋪）,NULL,無最短租期
新北市板橋區文化路一段45巷,"36,000",30坪,1F/4F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市板橋區文化路二段410巷36號,"42,000",33坪,1F/13F,店面（店鋪）,NULL,機械式停車位，已含租金內最短租期
新北市板橋區南雅南路一段2號,"45,000",5坪,整棟/4F,店面（店鋪）,NULL,無最短租期
新北市中和區連城路265巷,"40,000",20坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市板橋區中山路二段465巷28號,"35,000",40坪,1F/3F,公寓,NULL,無最短租期
新北市板橋區大觀路三段,"29,500",28坪,1F/4F,透天厝,NULL,無最短租期
新北市淡水區中正路,"80,000",34坪,1F/2F,透天厝,NULL,無最短租期
新北市中和區莒光路175號,"35,000",30坪,1F/5F,公寓,NULL,無最短租期
新北市板橋區中正路140號,"12,000",20坪,2F/2F,店面（店鋪）,NULL,無最短租期
新北市新莊區民安路426號,"35,000",30坪,1F/4F,透天厝,NULL,平面式停車位，費用另計最短租期
新北市三重區文化北路154號,"20,000",22坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市板橋區公園街,"55,000",20坪,3F/3F,店面（店鋪）,NULL,無最短租期
新北市淡水區民族路29巷,"15,000",5坪,1F/23F,店面（店鋪）,NULL,無最短租期
新北市中和區莒光路120巷30號,"30,000",40坪,1F/5F,公寓,NULL,無最短租期
新北市新店區北新路二段,"120,000",27.52坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市板橋區四川路一段,"90,000",75坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市三重區仁義街,"105,000",60坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市中和區中正路,"60,000",26坪,1F/5F,公寓,NULL,無最短租期
新北市三峽區復興路,"35,000",41.7坪,1F/12F,電梯大樓,NULL,無最短租期
新北市土城區金城路一段105號,"26,800",10.8坪,B1/1F,店面（店鋪）,NULL,無最短租期
新北市土城區明德路二段,"36,500",30.56坪,1F/7F,電梯大樓,NULL,無最短租期
新北市三峽區中山路,"27,000",100坪,整棟/4F,透天厝,NULL,無最短租期
新北市三峽區介壽路三段53號,"30,000",50坪,1F/2F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市三峽區國學街88號,"65,000",37坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市樹林區大有路,"30,000",24坪,1F/7F,電梯大樓,NULL,機械式停車位，已含租金內最短租期
新北市樹林區保安街二段,"23,000",38.63坪,1F/12F,電梯大樓,NULL,無最短租期
新北市樹林區國凱街67號,"110,000",133.4坪,1F/17F,電梯大樓,NULL,機械式停車位，費用另計最短租期
新北市鶯歌區鳳鳴路386號,"90,000",50坪,1F/11F,店面（店鋪）,NULL,無最短租期
新北市三重區正義北路35號,"198,000",63坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市鶯歌區重慶街99號,"23,000",15坪,2F/2F,店面（店鋪）,NULL,無最短租期
新北市三重區正義北路143號,"130,000",82坪,整棟/3F,店面（店鋪）,NULL,無最短租期
新北市中和區永貞路262巷6號,"11,500",1.5坪,1F/5F,公寓,NULL,無最短租期
新北市中和區連城路89巷,"33,000",26坪,1F/18F,店面（店鋪）,NULL,無最短租期
新北市新店區中興路三段,"250,000",100坪,整棟/1F,公寓,NULL,無最短租期
新北市土城區裕民路,"100,000",40.02坪,1F/12F,店面（店鋪）,NULL,無最短租期
新北市土城區興城路,"26,000",26坪,1F/3F,公寓,NULL,無最短租期
新北市永和區中正路,"43,000",17坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市中和區中山路三段,"180,000",107.6坪,整棟/3F,透天厝,NULL,無最短租期
新北市林口區文化三路二段63號,"75,000",70坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市中和區中山路二段261號,"650,000",243.03坪,2F/19F,電梯大樓,NULL,無最短租期
新北市永和區秀朗路二段80號,"42,000",23坪,1F/15F,電梯大樓,NULL,無最短租期
新北市中和區仁愛街130號,"10,000",1.5坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市永和區永貞路,"35,000",20坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市板橋區信義路,"37,000",36坪,1F/4F,公寓,NULL,無最短租期
新北市板橋區南雅西路二段221號,"35,000",22坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市板橋區萬板路,"56,000",58.52坪,1F/10F,電梯大樓,NULL,無最短租期
新北市板橋區民生路三段,"38,000",30坪,1F/4F,公寓,NULL,無最短租期
新北市板橋區新海路405號,"52,000",18坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市三重區福和街6號,"60,000",28坪,1F/8F,店面（店鋪）,NULL,機械式停車位，已含租金內最短租期
新北市三重區重新路五段609巷12號,"54,000",42坪,1F/10F,店面（店鋪）,NULL,無最短租期
新北市板橋區文化路一段,"200,000",24.94坪,1F/4F,公寓,NULL,無最短租期
新北市新店區中正路,"322,000",100坪,1F/5F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市五股區自強路61號,"38,000",30坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市板橋區合宜一路27號,"54,200",29.6坪,1F/3F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市板橋區國慶路208號,"38,000",87.76坪,B1/11F,店面（店鋪）,NULL,無最短租期
新北市中和區興南路一段76號,"43,000",32.32坪,2F/4F,公寓,NULL,無最短租期
新北市永和區永平路51號,"40,000",6坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市板橋區南雅東路120號,"8,000",3坪,1F/2F,店面（店鋪）,NULL,無最短租期
新北市林口區仁愛路二段36號,"50,000",14.36坪,1F/4F,透天厝,NULL,平面式停車位，已含租金內最短租期
新北市蘆洲區中山二路107號,"32,000",5坪,1F/1F,公寓,NULL,無最短租期
新北市蘆洲區長興路,"70,000",70坪,1F/7F,店面（店鋪）,NULL,無最短租期
新北市五股區中興路一段99號,"32,000",35坪,1F/5F,公寓,NULL,無最短租期
新北市五股區新五路三段4號,"38,500",38坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市新店區北新路二段190號,"120,000",50坪,1F/5F,公寓,NULL,無最短租期
新北市中和區景平路676號,"50,000",28坪,1F/5F,透天厝,NULL,無最短租期
新北市永和區保平路19號,"58,000",33坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市新莊區四維路131巷15號,"32,000",26坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市新店區二十張路1巷3弄3號,"22,000",45坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市中和區復興路257號,"60,000",25坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市中和區廣福路,"60,000",18.6坪,1F/5F,公寓,NULL,無最短租期
新北市板橋區文化路一段95號,"145,000",84坪,1F/17F,電梯大樓,NULL,無最短租期
新北市蘆洲區長榮路,"380,000",200坪,1F/7F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市新莊區思源路166巷,"62,000",72.51坪,1F/19F,電梯大樓,NULL,無最短租期
新北市瑞芳區大埔路110號,"30,000",50坪,1F/3F,透天厝,NULL,無最短租期
新北市瑞芳區輕便路,"19,000",8坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市瑞芳區基山街80號,"50,000",3坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市瑞芳區輕便路246號,"65,000",60坪,整棟/3F,透天厝,NULL,無最短租期
新北市瑞芳區明燈路三段64號,"85,000",100坪,整棟/2F,店面（店鋪）,NULL,無最短租期
新北市瑞芳區基山街,"100,000",30坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市新店區中華路,"110,000",56.52坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市新店區中興路二段196號,"380,000",125坪,1F/10F,店面（店鋪）,NULL,無最短租期
新北市新店區北新路二段50號,"80,000",50坪,1F/4F,公寓,NULL,無最短租期
新北市新店區中正路,"140,000",48坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市永和區民治街,"65,000",22坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市永和區永平路79號,"115,000",20坪,1F/5F,公寓,NULL,無最短租期
新北市土城區明德路一段176號,"120,000",306坪,B1/6F,店面（店鋪）,NULL,無最短租期
新北市八里區文昌路,"49,999",53.61坪,1F/14F,電梯大樓,NULL,無最短租期
新北市八里區龍形一街,"32,000",52坪,1F/8F,公寓,NULL,無最短租期
新北市板橋區中山路50巷12號,"30,000",4坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市林口區文化二路一段,"130,000",66.8坪,1F/10F,店面（店鋪）,NULL,平面式停車位，已含租金內最短租期
新北市三重區重新路一段67號,"9,000",2坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市永和區自由街,"400,000",197.15坪,2F/11F,電梯大樓,NULL,無最短租期
新北市林口區文化北路一段418號,"38,500",60坪,1F/14F,店面（店鋪）,NULL,無最短租期
新北市三芝區中山路二段,"35,000",80坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市石門區楓林路17號,"40,000",60坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市林口區八德路,"55,000",30.79坪,1F/33F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市板橋區中正路91號,"39,500",20.17坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市板橋區館前西路114號,"15,000",15坪,2F/4F,店面（店鋪）,NULL,無最短租期
新北市新店區安忠路8號,"30,000",28坪,1F/5F,店面（店鋪）,NULL,無最短租期
新北市土城區學府路164巷3號,"62,000",60坪,1F/17F,電梯大樓,NULL,無最短租期
新北市板橋區公館街,"58,000",30坪,1F/4F,公寓,NULL,平面式停車位，已含租金內最短租期
新北市板橋區文化路一段35號,"43,000",20坪,1F/4F,公寓,NULL,無最短租期
新北市板橋區公園街34巷22號,"33,000",10坪,1F/3F,店面（店鋪）,NULL,無最短租期
新北市板橋區樂群路,"89,000",62坪,1F/24F,店面（店鋪）,NULL,平面式停車位，費用另計最短租期
新北市永和區永平路51號,"40,000",6坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市土城區頂埔街,"49,800",46坪,1F/1F,透天厝,NULL,平面式停車位，已含租金內最短租期
新北市新莊區公園路,"48,000",33坪,1F/8F,電梯大樓,NULL,無最短租期
新北市板橋區南雅西路二段124號,"28,500",20坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市中和區中正路,"78,000",62坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市樹林區保安街一段53號,"38,000",24.2坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市汐止區康寧街381號,"35,000",23坪,1F/3F,透天厝,NULL,無最短租期
新北市三重區重新路五段,"35,000",12坪,1F/2F,店面（店鋪）,NULL,無最短租期
新北市三重區中央南路,"45,000",32坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市汐止區東勢街,"25,000",29.61坪,1F/8F,店面（店鋪）,NULL,無最短租期
新北市三重區福德北路,"180,000",109坪,1F/11F,店面（店鋪）,NULL,無最短租期
新北市三重區重陽路一段116號,"58,000",30坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市淡水區中山路34號,"6,800",50坪,2F/4F,公寓,NULL,無最短租期
新北市蘆洲區三民路,"72,170",66.11坪,1F/24F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
新北市三芝區中山路二段,"35,000",80坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市石門區楓林路17號,"40,000",60坪,1F/1F,店面（店鋪）,NULL,無最短租期
新北市板橋區南雅東路120號,"8,000",3坪,1F/2F,店面（店鋪）,NULL,無最短租期
新北市三重區重陽路二段,"55,000",25坪,1F/4F,店面（店鋪）,NULL,無最短租期
新北市林口區八德路,"55,000",30.79坪,1F/33F,電梯大樓,NULL,平面式停車位，已含租金內最短租期
